framework_id,title,version,date,issuing_authority,source_document
CSCRF,Cybersecurity and Cyber Resilience Framework (CSCRF) for SEBI Regulated Entities (REs),Version 1.0,"August 20, 2024",Securities and Exchange Board of India,"SEBI Circular SEBI/HO/ITD-1/ITD_CSC_EXT/P/CIR/2024/113 dated August 20, 2024 — Cybersecurity and Cyber Resilience Framework (CSCRF) for SEBI Regulated Entities (REs), Version 1.0 (KB 2/India/SEBI Cybersecurity & Cyber Resilience Framework.pdf)"
