source_id,target_id,rel_type,context
UAE_PDPL_45_2021,cit_constitution,CITES,Preamble: Having reviewed
UAE_PDPL_45_2021,cit_fl_1_1972,CITES,Preamble: Having reviewed
UAE_PDPL_45_2021,cit_fdl_3_2003,CITES,Preamble: Having reviewed
UAE_PDPL_45_2021,cit_fl_6_2010,CITES,Preamble: Having reviewed
UAE_PDPL_45_2021,cit_fl_14_2016,CITES,Preamble: Having reviewed
UAE_PDPL_45_2021,cit_fl_2_2019,CITES,Preamble: Having reviewed
UAE_PDPL_45_2021,cit_fdl_14_2018,CITES,Preamble: Having reviewed
UAE_PDPL_45_2021,cit_fdl_44_2021,CITES,Preamble: Having reviewed
UAE_PDPL_45_2021,cit_presentation,CITES,Preamble: Having reviewed
