instrument_id,title,instrument_type,number,year,jurisdiction,promulgated_by,issue_date_hijri,issue_date_gregorian,place_of_issue,publication_and_enforcement,entry_into_force,source_document
UAE_PDPL_45_2021,Federal Decree by Law No. (45) of 2021 Concerning the Protection of Personal Data,Federal Decree by Law,45,2021,United Arab Emirates,"Khalifa Bin Zayed Al Nahyan, President of the United Arab Emirates",13 / Safar / 1443 AH,20 / September / 2021AD,Presidency Palace in Abu Dhabi,This Decree by Law shall by published in the Official Gazette and shall come into force as of 02 January 2022.,02 January 2022,KB 2/UAE/Federal Decree by Law No. (45) of 2021 Concerning the Protection of Personal Data.pdf
